,Id,median_income,median_rent,name,rank_income,rank_rent,rent_change,sfba,state_code,type
0,0500000US01001,53099,896,"Autauga, AL",837.0,453.0,,,AL,county
1,0500000US01003,51365,889,"Baldwin, AL",1008.0,470.0,,,AL,county
2,0500000US01005,33956,588,"Barbour, AL",2856.0,2364.0,,,AL,county
3,0500000US01007,39776,654,"Bibb, AL",2354.0,1645.0,,,AL,county
4,0500000US01009,46212,631,"Blount, AL",1588.0,1902.0,,,AL,county
5,0500000US01011,29335,564,"Bullock, AL",3053.0,2572.0,,,AL,county
6,0500000US01013,34315,563,"Butler, AL",2836.0,2586.0,,,AL,county
7,0500000US01015,41954,635,"Calhoun, AL",2082.0,1853.0,,,AL,county
8,0500000US01017,36027,658,"Chambers, AL",2702.0,1614.0,,,AL,county
9,0500000US01019,38925,601,"Cherokee, AL",2428.0,2204.0,,,AL,county
10,0500000US01021,42594,646,"Chilton, AL",2012.0,1734.0,,,AL,county
11,0500000US01023,32622,497,"Choctaw, AL",2926.0,2960.0,,,AL,county
12,0500000US01025,32735,540,"Clarke, AL",2920.0,2740.0,,,AL,county
13,0500000US01027,38815,441,"Clay, AL",2443.0,3091.0,,,AL,county
14,0500000US01029,36316,582,"Cleburne, AL",2675.0,2420.0,,,AL,county
15,0500000US01031,47872,701,"Coffee, AL",1395.0,1243.0,,,AL,county
16,0500000US01033,43786,638,"Colbert, AL",1874.0,1819.0,,,AL,county
17,0500000US01035,27609,528,"Conecuh, AL",3085.0,2828.0,,,AL,county
18,0500000US01037,31910,567,"Coosa, AL",2963.0,2555.0,,,AL,county
19,0500000US01039,37313,585,"Covington, AL",2588.0,2391.0,,,AL,county
20,0500000US01041,37557,515,"Crenshaw, AL",2563.0,2895.0,,,AL,county
21,0500000US01043,39297,626,"Cullman, AL",2396.0,1954.0,,,AL,county
22,0500000US01045,44093,636,"Dale, AL",1834.0,1840.0,,,AL,county
23,0500000US01047,28136,581,"Dallas, AL",3079.0,2432.0,,,AL,county
24,0500000US01049,38248,552,"DeKalb, AL",2501.0,2663.0,,,AL,county
25,0500000US01051,53398,817,"Elmore, AL",814.0,675.0,,,AL,county
26,0500000US01053,32334,564,"Escambia, AL",2947.0,2573.0,,,AL,county
27,0500000US01055,40478,623,"Etowah, AL",2269.0,1990.0,,,AL,county
28,0500000US01057,36205,483,"Fayette, AL",2688.0,3010.0,,,AL,county
29,0500000US01059,36138,553,"Franklin, AL",2694.0,2653.0,,,AL,county
30,0500000US01061,36519,567,"Geneva, AL",2659.0,2556.0,,,AL,county
31,0500000US01063,21339,414,"Greene, AL",3136.0,3114.0,,,AL,county
32,0500000US01065,33351,449,"Hale, AL",2895.0,3083.0,,,AL,county
33,0500000US01067,41045,582,"Henry, AL",2197.0,2421.0,,,AL,county
34,0500000US01069,41945,707,"Houston, AL",2086.0,1201.0,,,AL,county
35,0500000US01071,38422,591,"Jackson, AL",2481.0,2331.0,,,AL,county
36,0500000US01073,47220,820,"Jefferson, AL",1454.0,661.0,,,AL,county
37,0500000US01075,34298,432,"Lamar, AL",2837.0,3104.0,,,AL,county
38,0500000US01077,43657,601,"Lauderdale, AL",1890.0,2205.0,,,AL,county
39,0500000US01079,42339,557,"Lawrence, AL",2040.0,2627.0,,,AL,county
40,0500000US01081,45056,806,"Lee, AL",1720.0,710.0,,,AL,county
41,0500000US01083,51115,628,"Limestone, AL",1035.0,1932.0,,,AL,county
42,0500000US01085,27914,589,"Lowndes, AL",3082.0,2355.0,,,AL,county
43,0500000US01087,32390,592,"Macon, AL",2943.0,2314.0,,,AL,county
44,0500000US01089,60150,783,"Madison, AL",411.0,801.0,,,AL,county
45,0500000US01091,30713,511,"Marengo, AL",3019.0,2906.0,,,AL,county
46,0500000US01093,34074,482,"Marion, AL",2846.0,3013.0,,,AL,county
47,0500000US01095,39831,604,"Marshall, AL",2353.0,2176.0,,,AL,county
48,0500000US01097,44263,801,"Mobile, AL",1809.0,727.0,,,AL,county
49,0500000US01099,28182,506,"Monroe, AL",3074.0,2925.0,,,AL,county
50,0500000US01101,45358,825,"Montgomery, AL",1684.0,646.0,,,AL,county
51,0500000US01103,46883,613,"Morgan, AL",1502.0,2094.0,,,AL,county
52,0500000US01105,24912,516,"Perry, AL",3119.0,2890.0,,,AL,county
53,0500000US01107,31679,420,"Pickens, AL",2971.0,3112.0,,,AL,county
54,0500000US01109,33193,613,"Pike, AL",2901.0,2095.0,,,AL,county
55,0500000US01111,37496,606,"Randolph, AL",2571.0,2156.0,,,AL,county
56,0500000US01113,38400,742,"Russell, AL",2483.0,983.0,,,AL,county
57,0500000US01115,54042,702,"St. Clair, AL",769.0,1238.0,,,AL,county
58,0500000US01117,72310,954,"Shelby, AL",153.0,335.0,,,AL,county
59,0500000US01119,20428,589,"Sumter, AL",3141.0,2356.0,,,AL,county
60,0500000US01121,37923,598,"Talladega, AL",2533.0,2233.0,,,AL,county
61,0500000US01123,39395,565,"Tallapoosa, AL",2387.0,2566.0,,,AL,county
62,0500000US01125,48022,784,"Tuscaloosa, AL",1377.0,795.0,,,AL,county
63,0500000US01127,37025,607,"Walker, AL",2622.0,2141.0,,,AL,county
64,0500000US01129,40293,615,"Washington, AL",2300.0,2066.0,,,AL,county
65,0500000US01131,24442,457,"Wilcox, AL",3124.0,3066.0,,,AL,county
66,0500000US01133,33896,540,"Winston, AL",2860.0,2741.0,,,AL,county
67,0500000US02013,65926,939,"Aleutians East Borough, AK",243.0,358.0,,,AK,county
68,0500000US02016,86964,1257,"Aleutians West Census Area, AK",48.0,80.0,,,AK,county
69,0500000US02020,80862,1231,"Anchorage Municipality, AK",74.0,88.0,,,AK,county
70,0500000US02050,53296,1175,"Bethel Census Area, AK",824.0,114.0,,,AK,county
71,0500000US02060,88000,1040,"Bristol Bay Borough, AK",40.0,222.0,,,AK,county
72,0500000US02068,81302,933,"Denali Borough, AK",70.0,374.0,,,AK,county
73,0500000US02070,56055,1018,"Dillingham Census Area, AK",607.0,248.0,,,AK,county
74,0500000US02090,73831,1240,"Fairbanks North Star Borough, AK",132.0,85.0,,,AK,county
75,0500000US02100,53125,882,"Haines Borough, AK",834.0,486.0,,,AK,county
76,0500000US02105,54091,785,"Hoonah-Angoon Census Area, AK",765.0,788.0,,,AK,county
77,0500000US02110,87436,1184,"Juneau City and Borough, AK",43.0,109.0,,,AK,county
78,0500000US02122,64891,970,"Kenai Peninsula Borough, AK",263.0,305.0,,,AK,county
79,0500000US02130,64162,1078,"Ketchikan Gateway Borough, AK",282.0,181.0,,,AK,county
80,0500000US02150,73068,1254,"Kodiak Island Borough, AK",141.0,82.0,,,AK,county
81,0500000US02158,38160,607,"Kusilvak Census Area, AK",2507.0,2142.0,,,AK,county
82,0500000US02164,43864,743,"Lake and Peninsula Borough, AK",1866.0,977.0,,,AK,county
83,0500000US02170,73908,1079,"Matanuska-Susitna Borough, AK",130.0,177.0,,,AK,county
84,0500000US02180,51563,1260,"Nome Census Area, AK",981.0,78.0,,,AK,county
85,0500000US02185,72027,1057,"North Slope Borough, AK",156.0,206.0,,,AK,county
86,0500000US02188,61341,1226,"Northwest Arctic Borough, AK",363.0,89.0,,,AK,county
87,0500000US02195,63940,912,"Petersburg Borough, AK",289.0,414.0,,,AK,county
88,0500000US02198,51887,834,"Prince of Wales-Hyder Census Area, AK",947.0,605.0,,,AK,county
89,0500000US02220,70160,1019,"Sitka City and Borough, AK",177.0,246.0,,,AK,county
90,0500000US02230,64853,1028,"Skagway Municipality, AK",265.0,238.0,,,AK,county
91,0500000US02240,63713,1132,"Southeast Fairbanks Census Area, AK",294.0,142.0,,,AK,county
92,0500000US02261,82511,879,"Valdez-Cordova Census Area, AK",64.0,491.0,,,AK,county
93,0500000US02275,52986,759,"Wrangell City and Borough, AK",849.0,892.0,,,AK,county
94,0500000US02282,66875,975,"Yakutat City and Borough, AK",226.0,300.0,,,AK,county
95,0500000US02290,38451,631,"Yukon-Koyukuk Census Area, AK",2476.0,1903.0,,,AK,county
96,0500000US04001,32460,503,"Apache, AZ",2934.0,2945.0,,,AZ,county
97,0500000US04003,45383,790,"Cochise, AZ",1680.0,769.0,,,AZ,county
98,0500000US04005,51106,1025,"Coconino, AZ",1038.0,241.0,,,AZ,county
99,0500000US04007,40593,762,"Gila, AZ",2249.0,881.0,,,AZ,county
100,0500000US04009,47422,794,"Graham, AZ",1434.0,753.0,,,AZ,county
101,0500000US04011,51813,421,"Greenlee, AZ",955.0,3111.0,,,AZ,county
102,0500000US04012,36321,562,"La Paz, AZ",2673.0,2594.0,,,AZ,county
103,0500000US04013,55676,989,"Maricopa, AZ",633.0,279.0,,,AZ,county
104,0500000US04015,39856,791,"Mohave, AZ",2345.0,768.0,,,AZ,county
105,0500000US04017,36868,681,"Navajo, AZ",2640.0,1409.0,,,AZ,county
106,0500000US04019,46764,831,"Pima, AZ",1518.0,616.0,,,AZ,county
107,0500000US04021,51190,990,"Pinal, AZ",1026.0,278.0,,,AZ,county
108,0500000US04023,38941,627,"Santa Cruz, AZ",2425.0,1942.0,,,AZ,county
109,0500000US04025,46638,892,"Yavapai, AZ",1528.0,464.0,,,AZ,county
110,0500000US04027,41467,831,"Yuma, AZ",2141.0,617.0,,,AZ,county
111,0500000US05001,37330,632,"Arkansas, AR",2585.0,1887.0,,,AR,county
112,0500000US05003,36352,616,"Ashley, AR",2670.0,2056.0,,,AR,county
113,0500000US05005,38115,638,"Baxter, AR",2515.0,1820.0,,,AR,county
114,0500000US05007,59016,814,"Benton, AR",455.0,683.0,,,AR,county
115,0500000US05009,38664,606,"Boone, AR",2455.0,2157.0,,,AR,county
116,0500000US05011,34665,575,"Bradley, AR",2811.0,2487.0,,,AR,county
117,0500000US05013,35446,645,"Calhoun, AR",2742.0,1745.0,,,AR,county
118,0500000US05015,38145,585,"Carroll, AR",2511.0,2392.0,,,AR,county
119,0500000US05017,29628,571,"Chicot, AR",3048.0,2522.0,,,AR,county
120,0500000US05019,35595,584,"Clark, AR",2729.0,2405.0,,,AR,county
121,0500000US05021,32404,513,"Clay, AR",2940.0,2901.0,,,AR,county
122,0500000US05023,41717,679,"Cleburne, AR",2105.0,1425.0,,,AR,county
123,0500000US05025,42429,651,"Cleveland, AR",2030.0,1691.0,,,AR,county
124,0500000US05027,36507,645,"Columbia, AR",2660.0,1746.0,,,AR,county
125,0500000US05029,38266,573,"Conway, AR",2499.0,2503.0,,,AR,county
126,0500000US05031,43892,699,"Craighead, AR",1858.0,1263.0,,,AR,county
127,0500000US05033,41792,654,"Crawford, AR",2099.0,1646.0,,,AR,county
128,0500000US05035,39407,697,"Crittenden, AR",2386.0,1281.0,,,AR,county
129,0500000US05037,39306,647,"Cross, AR",2395.0,1723.0,,,AR,county
130,0500000US05039,35745,608,"Dallas, AR",2717.0,2131.0,,,AR,county
131,0500000US05041,26519,538,"Desha, AR",3104.0,2756.0,,,AR,county
132,0500000US05043,33092,626,"Drew, AR",2910.0,1955.0,,,AR,county
133,0500000US05045,50872,754,"Faulkner, AR",1064.0,916.0,,,AR,county
134,0500000US05047,39482,589,"Franklin, AR",2377.0,2357.0,,,AR,county
135,0500000US05049,35593,488,"Fulton, AR",2730.0,2995.0,,,AR,county
136,0500000US05051,40011,713,"Garland, AR",2333.0,1161.0,,,AR,county
137,0500000US05053,49195,700,"Grant, AR",1257.0,1250.0,,,AR,county
138,0500000US05055,42755,685,"Greene, AR",1989.0,1380.0,,,AR,county
139,0500000US05057,34072,597,"Hempstead, AR",2847.0,2247.0,,,AR,county
140,0500000US05059,42589,654,"Hot Spring, AR",2013.0,1647.0,,,AR,county
141,0500000US05061,34672,546,"Howard, AR",2809.0,2701.0,,,AR,county
142,0500000US05063,37592,582,"Independence, AR",2560.0,2422.0,,,AR,county
143,0500000US05065,35188,564,"Izard, AR",2763.0,2574.0,,,AR,county
144,0500000US05067,31245,550,"Jackson, AR",2992.0,2675.0,,,AR,county
145,0500000US05069,36377,681,"Jefferson, AR",2667.0,1410.0,,,AR,county
146,0500000US05071,34031,600,"Johnson, AR",2850.0,2218.0,,,AR,county
147,0500000US05073,29882,428,"Lafayette, AR",3039.0,3107.0,,,AR,county
148,0500000US05075,33381,526,"Lawrence, AR",2893.0,2836.0,,,AR,county
149,0500000US05077,25724,524,"Lee, AR",3110.0,2843.0,,,AR,county
150,0500000US05079,32369,563,"Lincoln, AR",2945.0,2587.0,,,AR,county
151,0500000US05081,35396,537,"Little River, AR",2746.0,2766.0,,,AR,county
152,0500000US05083,36463,580,"Logan, AR",2661.0,2441.0,,,AR,county
153,0500000US05085,56156,738,"Lonoke, AR",602.0,1003.0,,,AR,county
154,0500000US05087,39839,627,"Madison, AR",2349.0,1943.0,,,AR,county
155,0500000US05089,33726,554,"Marion, AR",2870.0,2649.0,,,AR,county
156,0500000US05091,39955,693,"Miller, AR",2335.0,1315.0,,,AR,county
157,0500000US05093,35003,621,"Mississippi, AR",2779.0,2006.0,,,AR,county
158,0500000US05095,31541,500,"Monroe, AR",2979.0,2951.0,,,AR,county
159,0500000US05097,35103,553,"Montgomery, AR",2769.0,2654.0,,,AR,county
160,0500000US05099,30750,675,"Nevada, AR",3017.0,1457.0,,,AR,county
161,0500000US05101,33176,394,"Newton, AR",2904.0,3127.0,,,AR,county
162,0500000US05103,31233,546,"Ouachita, AR",2993.0,2702.0,,,AR,county
163,0500000US05105,45819,653,"Perry, AR",1628.0,1660.0,,,AR,county
164,0500000US05107,26829,585,"Phillips, AR",3097.0,2393.0,,,AR,county
165,0500000US05109,34519,511,"Pike, AR",2826.0,2907.0,,,AR,county
166,0500000US05111,35163,537,"Poinsett, AR",2767.0,2767.0,,,AR,county
167,0500000US05113,33202,529,"Polk, AR",2900.0,2821.0,,,AR,county
168,0500000US05115,40534,667,"Pope, AR",2262.0,1522.0,,,AR,county
169,0500000US05117,37500,504,"Prairie, AR",2570.0,2941.0,,,AR,county
170,0500000US05119,47101,794,"Pulaski, AR",1465.0,754.0,,,AR,county
171,0500000US05121,36318,550,"Randolph, AR",2674.0,2676.0,,,AR,county
172,0500000US05123,35066,584,"St. Francis, AR",2771.0,2406.0,,,AR,county
173,0500000US05125,57632,796,"Saline, AR",518.0,744.0,,,AR,county
174,0500000US05127,37861,506,"Scott, AR",2544.0,2926.0,,,AR,county
175,0500000US05129,35542,470,"Searcy, AR",2733.0,3055.0,,,AR,county
176,0500000US05131,40023,640,"Sebastian, AR",2332.0,1796.0,,,AR,county
177,0500000US05133,38956,530,"Sevier, AR",2424.0,2814.0,,,AR,county
178,0500000US05135,31068,601,"Sharp, AR",3005.0,2206.0,,,AR,county
179,0500000US05137,30486,557,"Stone, AR",3025.0,2628.0,,,AR,county
180,0500000US05139,39836,618,"Union, AR",2351.0,2037.0,,,AR,county
181,0500000US05141,34576,600,"Van Buren, AR",2819.0,2219.0,,,AR,county
182,0500000US05143,45442,725,"Washington, AR",1671.0,1086.0,,,AR,county
183,0500000US05145,42197,664,"White, AR",2057.0,1549.0,,,AR,county
184,0500000US05147,30383,455,"Woodruff, AR",3029.0,3074.0,,,AR,county
185,0500000US05149,39323,572,"Yell, AR",2393.0,2516.0,,,AR,county
186,0500000US06001,79831,1432,"Alameda, CA",83.0,33.0,20.5387205387,sfba,CA,sfba
187,0500000US06003,62375,1109,"Alpine, CA",337.0,149.0,,,CA,county
188,0500000US06005,57032,1061,"Amador, CA",548.0,201.0,,,CA,county
189,0500000US06007,44366,936,"Butte, CA",1799.0,366.0,,,CA,county
190,0500000US06009,53502,1120,"Calaveras, CA",808.0,144.0,,,CA,county
191,0500000US06011,54946,896,"Colusa, CA",681.0,454.0,,,CA,county
192,0500000US06013,82881,1506,"Contra Costa, CA",63.0,25.0,18.5826771654,sfba,CA,sfba
193,0500000US06015,42363,818,"Del Norte, CA",2035.0,669.0,,,CA,county
194,0500000US06017,72586,1105,"El Dorado, CA",150.0,152.0,,,CA,county
195,0500000US06019,45963,901,"Fresno, CA",1612.0,437.0,,,CA,county
196,0500000US06021,41699,750,"Glenn, CA",2106.0,942.0,,,CA,county
197,0500000US06023,42685,899,"Humboldt, CA",1997.0,445.0,,,CA,county
198,0500000US06025,42560,778,"Imperial, CA",2015.0,819.0,,,CA,county
199,0500000US06027,47278,829,"Inyo, CA",1446.0,623.0,,,CA,county
200,0500000US06029,49788,905,"Kern, CA",1186.0,427.0,,,CA,county
201,0500000US06031,47241,889,"Kings, CA",1450.0,471.0,,,CA,county
202,0500000US06033,36132,882,"Lake, CA",2695.0,487.0,,,CA,county
203,0500000US06035,51457,919,"Lassen, CA",996.0,399.0,,,CA,county
204,0500000US06037,57952,1264,"Los Angeles, CA",510.0,71.0,,,CA,county
205,0500000US06039,45742,963,"Madera, CA",1639.0,320.0,,,CA,county
206,0500000US06041,100310,1764,"Marin, CA",15.0,5.0,15.8240315167,sfba,CA,sfba
207,0500000US06043,49265,820,"Mariposa, CA",1251.0,662.0,,,CA,county
208,0500000US06045,43510,975,"Mendocino, CA",1909.0,301.0,,,CA,county
209,0500000US06047,44397,882,"Merced, CA",1796.0,488.0,,,CA,county
210,0500000US06049,41194,681,"Modoc, CA",2179.0,1411.0,,,CA,county
211,0500000US06051,58937,1107,"Mono, CA",459.0,150.0,,,CA,county
212,0500000US06053,60889,1275,"Monterey, CA",384.0,66.0,,,CA,county
213,0500000US06055,74609,1442,"Napa, CA",123.0,31.0,19.0751445087,sfba,CA,sfba
214,0500000US06057,57429,1205,"Nevada, CA",533.0,98.0,,,CA,county
215,0500000US06059,78145,1608,"Orange, CA",95.0,13.0,,,CA,county
216,0500000US06061,76926,1339,"Placer, CA",105.0,51.0,,,CA,county
217,0500000US06063,50125,846,"Plumas, CA",1143.0,581.0,,,CA,county
218,0500000US06065,57972,1212,"Riverside, CA",508.0,94.0,,,CA,county
219,0500000US06067,57509,1065,"Sacramento, CA",526.0,195.0,,,CA,county
220,0500000US06069,73814,1316,"San Benito, CA",133.0,57.0,,,CA,county
221,0500000US06071,54469,1144,"San Bernardino, CA",721.0,124.0,,,CA,county
222,0500000US06073,66529,1395,"San Diego, CA",232.0,38.0,,,CA,county
223,0500000US06075,87701,1632,"San Francisco, CA",42.0,9.0,22.8915662651,sfba,CA,sfba
224,0500000US06077,55045,1057,"San Joaquin, CA",673.0,207.0,,,CA,county
225,0500000US06079,64014,1257,"San Luis Obispo, CA",287.0,81.0,,,CA,county
226,0500000US06081,98546,1830,"San Mateo, CA",17.0,2.0,26.8191268191,sfba,CA,sfba
227,0500000US06083,65161,1423,"Santa Barbara, CA",260.0,34.0,,,CA,county
228,0500000US06085,101173,1813,"Santa Clara, CA",13.0,3.0,29.3152639087,sfba,CA,sfba
229,0500000US06087,70088,1482,"Santa Cruz, CA",179.0,26.0,,,CA,county
230,0500000US06089,45582,945,"Shasta, CA",1653.0,345.0,,,CA,county
231,0500000US06091,43984,961,"Sierra, CA",1845.0,324.0,,,CA,county
232,0500000US06093,38524,828,"Siskiyou, CA",2472.0,628.0,,,CA,county
233,0500000US06095,69227,1337,"Solano, CA",191.0,52.0,11.8828451883,sfba,CA,sfba
234,0500000US06097,66833,1380,"Sonoma, CA",228.0,43.0,14.9042464613,sfba,CA,sfba
235,0500000US06099,51591,1005,"Stanislaus, CA",975.0,260.0,,,CA,county
236,0500000US06101,52943,941,"Sutter, CA",857.0,353.0,,,CA,county
237,0500000US06103,40687,781,"Tehama, CA",2236.0,808.0,,,CA,county
238,0500000US06105,35270,750,"Trinity, CA",2758.0,943.0,,,CA,county
239,0500000US06107,42789,847,"Tulare, CA",1986.0,576.0,,,CA,county
240,0500000US06109,50731,936,"Tuolumne, CA",1081.0,367.0,,,CA,county
241,0500000US06111,78593,1572,"Ventura, CA",89.0,19.0,,,CA,county
242,0500000US06113,57663,1147,"Yolo, CA",516.0,123.0,,,CA,county
243,0500000US06115,48739,918,"Yuba, CA",1302.0,401.0,,,CA,county
244,0500000US08001,61444,1098,"Adams, CO",360.0,159.0,,,CO,county
245,0500000US08003,32385,634,"Alamosa, CO",2944.0,1862.0,,,CO,county
246,0500000US08005,66288,1142,"Arapahoe, CO",235.0,129.0,,,CO,county
247,0500000US08007,45607,883,"Archuleta, CO",1650.0,482.0,,,CO,county
248,0500000US08009,37477,530,"Baca, CO",2574.0,2815.0,,,CO,county
249,0500000US08011,34773,639,"Bent, CO",2795.0,1807.0,,,CO,county
250,0500000US08013,72282,1236,"Boulder, CO",154.0,87.0,,,CO,county
251,0500000US08014,83334,1417,"Broomfield, CO",62.0,35.0,,,CO,county
252,0500000US08015,50993,847,"Chaffee, CO",1050.0,577.0,,,CO,county
253,0500000US08017,54375,625,"Cheyenne, CO",731.0,1968.0,,,CO,county
254,0500000US08019,68250,808,"Clear Creek, CO",202.0,699.0,,,CO,county
255,0500000US08021,34630,526,"Conejos, CO",2815.0,2837.0,,,CO,county
256,0500000US08023,26610,552,"Costilla, CO",3102.0,2664.0,,,CO,county
257,0500000US08025,31719,659,"Crowley, CO",2966.0,1601.0,,,CO,county
258,0500000US08027,38605,725,"Custer, CO",2464.0,1087.0,,,CO,county
259,0500000US08029,42011,818,"Delta, CO",2079.0,670.0,,,CO,county
260,0500000US08031,56258,1035,"Denver, CO",598.0,227.0,,,CO,county
261,0500000US08033,32240,693,"Dolores, CO",2952.0,1316.0,,,CO,county
262,0500000US08035,105759,1459,"Douglas, CO",8.0,29.0,,,CO,county
263,0500000US08037,78763,1284,"Eagle, CO",88.0,64.0,,,CO,county
264,0500000US08039,87288,1202,"Elbert, CO",46.0,99.0,,,CO,county
265,0500000US08041,60219,1012,"El Paso, CO",405.0,256.0,,,CO,county
266,0500000US08043,42308,741,"Fremont, CO",2044.0,988.0,,,CO,county
267,0500000US08045,61300,1135,"Garfield, CO",365.0,138.0,,,CO,county
268,0500000US08047,67544,1058,"Gilpin, CO",217.0,205.0,,,CO,county
269,0500000US08049,67623,987,"Grand, CO",215.0,283.0,,,CO,county
270,0500000US08051,50746,882,"Gunnison, CO",1079.0,489.0,,,CO,county
271,0500000US08053,51250,696,"Hinsdale, CO",1020.0,1292.0,,,CO,county
272,0500000US08055,33257,594,"Huerfano, CO",2899.0,2283.0,,,CO,county
273,0500000US08057,45053,704,"Jackson, CO",1721.0,1223.0,,,CO,county
274,0500000US08059,72017,1118,"Jefferson, CO",157.0,146.0,,,CO,county
275,0500000US08061,38385,589,"Kiowa, CO",2487.0,2358.0,,,CO,county
276,0500000US08063,44449,760,"Kit Carson, CO",1788.0,888.0,,,CO,county
277,0500000US08065,46928,844,"Lake, CO",1494.0,586.0,,,CO,county
278,0500000US08067,61910,1021,"La Plata, CO",341.0,245.0,,,CO,county
279,0500000US08069,61942,1077,"Larimer, CO",339.0,182.0,,,CO,county
280,0500000US08071,42808,691,"Las Animas, CO",1984.0,1332.0,,,CO,county
281,0500000US08073,40438,744,"Lincoln, CO",2277.0,974.0,,,CO,county
282,0500000US08075,43340,700,"Logan, CO",1933.0,1251.0,,,CO,county
283,0500000US08077,50070,875,"Mesa, CO",1156.0,500.0,,,CO,county
284,0500000US08079,49125,639,"Mineral, CO",1264.0,1808.0,,,CO,county
285,0500000US08081,53664,726,"Moffat, CO",796.0,1079.0,,,CO,county
286,0500000US08083,41622,745,"Montezuma, CO",2114.0,967.0,,,CO,county
287,0500000US08085,43890,797,"Montrose, CO",1859.0,741.0,,,CO,county
288,0500000US08087,49495,723,"Morgan, CO",1225.0,1098.0,,,CO,county
289,0500000US08089,34477,653,"Otero, CO",2828.0,1661.0,,,CO,county
290,0500000US08091,62800,1088,"Ouray, CO",321.0,168.0,,,CO,county
291,0500000US08093,61675,1190,"Park, CO",350.0,104.0,,,CO,county
292,0500000US08095,46955,619,"Phillips, CO",1490.0,2027.0,,,CO,county
293,0500000US08097,69789,1312,"Pitkin, CO",184.0,58.0,,,CO,county
294,0500000US08099,41037,633,"Prowers, CO",2199.0,1874.0,,,CO,county
295,0500000US08101,42000,783,"Pueblo, CO",2080.0,802.0,,,CO,county
296,0500000US08103,56771,762,"Rio Blanco, CO",567.0,882.0,,,CO,county
297,0500000US08105,40177,582,"Rio Grande, CO",2316.0,2423.0,,,CO,county
298,0500000US08107,63505,1150,"Routt, CO",302.0,120.0,,,CO,county
299,0500000US08109,32457,639,"Saguache, CO",2935.0,1809.0,,,CO,county
300,0500000US08111,41250,1069,"San Juan, CO",2170.0,189.0,,,CO,county
301,0500000US08113,58170,1144,"San Miguel, CO",492.0,125.0,,,CO,county
302,0500000US08115,46977,579,"Sedgwick, CO",1489.0,2450.0,,,CO,county
303,0500000US08117,70192,1263,"Summit, CO",176.0,72.0,,,CO,county
304,0500000US08119,63723,1033,"Teller, CO",293.0,230.0,,,CO,county
305,0500000US08121,46315,624,"Washington, CO",1576.0,1978.0,,,CO,county
306,0500000US08123,62820,926,"Weld, CO",319.0,387.0,,,CO,county
307,0500000US08125,42026,630,"Yuma, CO",2077.0,1914.0,,,CO,county
308,0500000US09001,86670,1385,"Fairfield, CT",51.0,42.0,,,CT,county
309,0500000US09003,68027,1016,"Hartford, CT",207.0,252.0,,,CT,county
310,0500000US09005,73519,967,"Litchfield, CT",138.0,313.0,,,CT,county
311,0500000US09007,79837,1101,"Middlesex, CT",81.0,155.0,,,CT,county
312,0500000US09009,62715,1075,"New Haven, CT",325.0,185.0,,,CT,county
313,0500000US09011,67574,1039,"New London, CT",216.0,224.0,,,CT,county
314,0500000US09013,80129,1061,"Tolland, CT",78.0,202.0,,,CT,county
315,0500000US09015,60689,852,"Windham, CT",389.0,562.0,,,CT,county
316,0500000US10001,55184,1006,"Kent, DE",662.0,259.0,,,DE,county
317,0500000US10003,66283,1064,"New Castle, DE",236.0,197.0,,,DE,county
318,0500000US10005,54218,968,"Sussex, DE",745.0,311.0,,,DE,county
319,0500000US11001,72935,1362,"District of Columbia, DC",145.0,49.0,,,DC,county
320,0500000US12001,44702,885,"Alachua, FL",1758.0,478.0,,,FL,county
321,0500000US12003,53327,695,"Baker, FL",819.0,1302.0,,,FL,county
322,0500000US12005,48577,943,"Bay, FL",1325.0,347.0,,,FL,county
323,0500000US12007,43373,734,"Bradford, FL",1929.0,1028.0,,,FL,county
324,0500000US12009,49914,936,"Brevard, FL",1178.0,368.0,,,FL,county
325,0500000US12011,52954,1226,"Broward, FL",855.0,90.0,,,FL,county
326,0500000US12013,37089,652,"Calhoun, FL",2612.0,1675.0,,,FL,county
327,0500000US12015,44865,905,"Charlotte, FL",1744.0,428.0,,,FL,county
328,0500000US12017,39054,775,"Citrus, FL",2412.0,831.0,,,FL,county
329,0500000US12019,59179,1028,"Clay, FL",450.0,239.0,,,FL,county
330,0500000US12021,59783,1125,"Collier, FL",427.0,143.0,,,FL,county
331,0500000US12023,42848,781,"Columbia, FL",1978.0,809.0,,,FL,county
332,0500000US12027,35513,666,"DeSoto, FL",2736.0,1534.0,,,FL,county
333,0500000US12029,34634,644,"Dixie, FL",2814.0,1760.0,,,FL,county
334,0500000US12031,49196,962,"Duval, FL",1256.0,322.0,,,FL,county
335,0500000US12033,46117,901,"Escambia, FL",1596.0,438.0,,,FL,county
336,0500000US12035,48898,1079,"Flagler, FL",1285.0,178.0,,,FL,county
337,0500000US12037,40301,723,"Franklin, FL",2297.0,1099.0,,,FL,county
338,0500000US12039,38533,693,"Gadsden, FL",2471.0,1317.0,,,FL,county
339,0500000US12041,40881,624,"Gilchrist, FL",2212.0,1979.0,,,FL,county
340,0500000US12043,34143,710,"Glades, FL",2841.0,1176.0,,,FL,county
341,0500000US12045,40822,836,"Gulf, FL",2217.0,603.0,,,FL,county
342,0500000US12047,38980,571,"Hamilton, FL",2422.0,2523.0,,,FL,county
343,0500000US12049,36222,645,"Hardee, FL",2685.0,1747.0,,,FL,county
344,0500000US12051,37552,692,"Hendry, FL",2565.0,1324.0,,,FL,county
