GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC02_EST_VC01,HC04_EST_VC01,HC01_EST_VC36,HC02_EST_VC36,HC04_EST_VC36,HC01_EST_VC37,HC02_EST_VC37,HC04_EST_VC37
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Labor Force Participation Rate; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
1400000US06041110100,06041110100,"Census Tract 1101, Marin County, California",5167,59.0,2.8,197,32.0,49.2,2870,82.1,0.6
1400000US06041110200,06041110200,"Census Tract 1102, Marin County, California",4336,55.9,3.3,97,40.2,35.9,2616,77.4,2.4
1400000US06041111000,06041111000,"Census Tract 1110, Marin County, California",5239,69.9,3.9,496,30.2,8.7,3752,85.0,3.0
1400000US06041112100,06041112100,"Census Tract 1121, Marin County, California",4136,71.8,10.0,546,56.8,21.3,2846,86.3,9.1
1400000US06041112201,06041112201,"Census Tract 1122.01, Marin County, California",4988,82.4,14.3,1337,76.5,36.1,3128,90.4,6.3
1400000US06041112202,06041112202,"Census Tract 1122.02, Marin County, California",3526,78.0,7.8,317,61.8,4.6,2597,89.7,8.2
1400000US06041113000,06041113000,"Census Tract 1130, Marin County, California",3195,71.6,5.3,129,37.2,20.8,2049,89.4,3.2
1400000US06041114100,06041114100,"Census Tract 1141, Marin County, California",4304,77.9,3.0,292,61.6,0.0,3119,92.9,3.4
1400000US06041114200,06041114200,"Census Tract 1142, Marin County, California",2633,69.3,4.6,150,64.0,17.7,1779,86.9,3.8
1400000US06041115000,06041115000,"Census Tract 1150, Marin County, California",5970,66.7,7.7,80,70.0,0.0,4103,81.4,4.9
1400000US06041116000,06041116000,"Census Tract 1160, Marin County, California",2476,70.8,6.6,179,50.3,25.6,1624,88.1,4.5
1400000US06041117000,06041117000,"Census Tract 1170, Marin County, California",3633,66.7,5.9,200,55.0,44.5,2438,81.5,4.8
1400000US06041118100,06041118100,"Census Tract 1181, Marin County, California",1715,59.7,7.0,78,44.9,54.3,1108,74.4,5.8
1400000US06041119100,06041119100,"Census Tract 1191, Marin County, California",3961,58.2,5.2,166,60.2,0.0,2334,77.9,6.5
1400000US06041119201,06041119201,"Census Tract 1192.01, Marin County, California",2999,60.0,3.5,52,42.3,0.0,1784,84.6,3.2
1400000US06041119202,06041119202,"Census Tract 1192.02, Marin County, California",2765,65.2,3.6,98,80.6,0.0,1683,83.1,4.0
1400000US06041120000,06041120000,"Census Tract 1200, Marin County, California",4912,69.6,6.1,110,94.5,11.5,3320,86.2,5.2
1400000US06041121100,06041121100,"Census Tract 1211, Marin County, California",4161,70.0,3.7,88,64.8,22.8,2979,85.5,2.4
1400000US06041121200,06041121200,"Census Tract 1212, Marin County, California",4600,64.2,7.3,245,38.8,30.5,2869,88.2,5.9
1400000US06041122000,06041122000,"Census Tract 1220, Marin County, California",3345,0.0,-,0,-,-,0,-,-
1400000US06041123000,06041123000,"Census Tract 1230, Marin County, California",1636,42.4,4.5,33,0.0,-,841,64.2,5.7
1400000US06041124100,06041124100,"Census Tract 1241, Marin County, California",4253,61.7,7.6,237,58.2,11.6,2562,79.7,6.7
1400000US06041124200,06041124200,"Census Tract 1242, Marin County, California",5093,57.7,4.9,156,66.0,45.6,2991,76.7,3.4
1400000US06041125000,06041125000,"Census Tract 1250, Marin County, California",3830,61.1,6.5,344,55.5,18.8,2223,78.5,4.2
1400000US06041126100,06041126100,"Census Tract 1261, Marin County, California",4447,61.3,2.6,109,64.2,21.4,3021,78.2,2.4
1400000US06041126200,06041126200,"Census Tract 1262, Marin County, California",3702,61.0,1.8,199,18.6,48.6,2103,84.2,1.2
1400000US06041127000,06041127000,"Census Tract 1270, Marin County, California",3606,67.4,3.7,32,90.6,0.0,2470,83.5,2.7
1400000US06041128100,06041128100,"Census Tract 1281, Marin County, California",5181,72.1,7.8,127,52.8,100.0,3585,88.1,5.1
1400000US06041128200,06041128200,"Census Tract 1282, Marin County, California",3640,70.6,5.9,108,23.1,60.0,2633,82.6,6.3
1400000US06041129000,06041129000,"Census Tract 1290, Marin County, California",1847,66.2,15.5,483,55.7,38.7,1044,80.5,8.0
1400000US06041130201,06041130201,"Census Tract 1302.01, Marin County, California",3343,67.2,4.5,123,52.0,21.9,2196,80.6,4.3
1400000US06041130202,06041130202,"Census Tract 1302.02, Marin County, California",3771,79.1,6.7,255,71.4,52.2,2571,93.7,3.6
1400000US06041131100,06041131100,"Census Tract 1311, Marin County, California",950,63.6,0.8,31,83.9,0.0,588,78.7,0.4
1400000US06041132100,06041132100,"Census Tract 1321, Marin County, California",1678,69.5,6.0,180,75.0,23.7,822,90.3,4.4
1400000US06041132200,06041132200,"Census Tract 1322, Marin County, California",1506,62.4,3.1,179,36.9,21.2,749,84.1,0.0
1400000US06041133000,06041133000,"Census Tract 1330, Marin County, California",2456,59.1,3.7,201,47.8,7.3,1401,83.1,3.7
1400000US06041990100,06041990100,"Census Tract 9901, Marin County, California",0,-,-,0,-,-,0,-,-
1400000US06043000101,06043000101,"Census Tract 1.01, Mariposa County, California",3090,51.5,15.9,366,93.4,37.4,1310,84.4,4.9
1400000US06043000102,06043000102,"Census Tract 1.02, Mariposa County, California",2278,47.6,12.5,332,33.4,64.0,1192,73.7,6.5
1400000US06043000200,06043000200,"Census Tract 2, Mariposa County, California",2637,49.9,9.6,127,33.9,25.6,1457,74.6,9.1
1400000US06043000301,06043000301,"Census Tract 3.01, Mariposa County, California",3261,56.1,10.7,365,49.3,7.2,1871,76.8,10.4
1400000US06043000302,06043000302,"Census Tract 3.02, Mariposa County, California",2266,45.3,15.3,146,0.0,-,1298,61.2,6.3
1400000US06043000400,06043000400,"Census Tract 4, Mariposa County, California",1676,86.8,6.6,198,58.1,35.7,1333,94.4,4.4
1400000US06045010100,06045010100,"Census Tract 101, Mendocino County, California",1860,54.6,18.4,402,51.2,27.2,905,78.9,13.7
1400000US06045010200,06045010200,"Census Tract 102, Mendocino County, California",3041,51.1,12.6,726,28.8,10.0,1508,79.0,12.2
1400000US06045010300,06045010300,"Census Tract 103, Mendocino County, California",3749,50.8,9.3,418,60.0,31.5,2122,69.3,5.0
1400000US06045010400,06045010400,"Census Tract 104, Mendocino County, California",2567,60.7,9.3,411,57.9,33.6,1401,76.8,4.3
1400000US06045010500,06045010500,"Census Tract 105, Mendocino County, California",3408,60.9,8.7,435,66.7,15.2,1947,80.6,7.6
1400000US06045010600,06045010600,"Census Tract 106, Mendocino County, California",4872,60.4,12.3,590,49.0,19.0,3005,79.3,11.8
1400000US06045010700,06045010700,"Census Tract 107, Mendocino County, California",5308,53.4,13.9,1178,43.3,23.7,2674,73.9,6.3
1400000US06045010801,06045010801,"Census Tract 108.01, Mendocino County, California",5384,65.9,12.2,667,70.6,39.3,3530,76.5,5.3
1400000US06045010802,06045010802,"Census Tract 108.02, Mendocino County, California",1597,71.1,11.2,195,67.7,17.4,1073,85.1,10.2
1400000US06045010900,06045010900,"Census Tract 109, Mendocino County, California",3853,63.3,9.0,426,47.9,12.3,2495,79.8,8.6
1400000US06045011001,06045011001,"Census Tract 110.01, Mendocino County, California",1636,62.6,13.1,186,75.8,57.4,755,82.1,5.2
1400000US06045011002,06045011002,"Census Tract 110.02, Mendocino County, California",4755,55.6,4.7,322,45.3,0.0,2499,77.2,4.3
1400000US06045011102,06045011102,"Census Tract 111.02, Mendocino County, California",3085,57.7,9.7,293,54.6,18.8,1728,75.5,5.8
1400000US06045011200,06045011200,"Census Tract 112, Mendocino County, California",2120,62.2,8.6,291,79.4,33.8,1160,81.7,3.7
1400000US06045011300,06045011300,"Census Tract 113, Mendocino County, California",4471,60.2,17.9,1045,63.0,53.6,2204,77.5,3.3
1400000US06045011400,06045011400,"Census Tract 114, Mendocino County, California",3723,57.1,7.6,253,44.7,77.9,2188,82.4,2.7
1400000US06045011500,06045011500,"Census Tract 115, Mendocino County, California",5212,64.4,22.4,1086,59.9,56.8,2791,86.5,9.2
1400000US06045011600,06045011600,"Census Tract 116, Mendocino County, California",4256,60.2,16.9,789,54.2,33.9,2209,80.8,6.7
1400000US06045011700,06045011700,"Census Tract 117, Mendocino County, California",3997,60.0,4.9,301,49.5,24.8,2300,80.2,1.6
1400000US06045011800,06045011800,"Census Tract 118, Mendocino County, California",1811,64.4,17.7,298,66.4,39.4,1100,78.3,14.4
1400000US06045990100,06045990100,"Census Tract 9901, Mendocino County, California",0,-,-,0,-,-,0,-,-
1400000US06047000201,06047000201,"Census Tract 2.01, Merced County, California",2434,60.2,13.2,374,44.1,52.7,1518,80.6,7.2
1400000US06047000202,06047000202,"Census Tract 2.02, Merced County, California",1419,54.2,6.4,183,20.2,16.2,987,70.8,5.4
1400000US06047000203,06047000203,"Census Tract 2.03, Merced County, California",6418,66.0,14.5,699,57.7,27.5,4316,79.9,9.3
1400000US06047000301,06047000301,"Census Tract 3.01, Merced County, California",3787,69.1,15.6,346,59.0,20.6,2579,84.4,13.6
1400000US06047000303,06047000303,"Census Tract 3.03, Merced County, California",1519,53.9,18.3,175,62.9,23.6,931,59.6,12.8
1400000US06047000304,06047000304,"Census Tract 3.04, Merced County, California",7258,64.3,14.1,1075,67.3,29.5,4434,80.6,9.9
1400000US06047000401,06047000401,"Census Tract 4.01, Merced County, California",1313,59.6,21.2,269,36.8,34.3,729,76.3,13.5
1400000US06047000402,06047000402,"Census Tract 4.02, Merced County, California",6269,58.7,5.1,332,55.7,8.6,4056,76.5,3.9
1400000US06047000503,06047000503,"Census Tract 5.03, Merced County, California",2967,32.1,10.8,312,44.9,52.1,853,73.4,2.4
1400000US06047000504,06047000504,"Census Tract 5.04, Merced County, California",4521,68.7,21.6,759,66.5,43.0,2785,83.2,17.0
1400000US06047000505,06047000505,"Census Tract 5.05, Merced County, California",4673,61.1,14.6,572,50.0,50.7,3025,75.3,8.9
1400000US06047000601,06047000601,"Census Tract 6.01, Merced County, California",3399,59.9,16.0,708,59.2,36.5,1893,76.2,9.6
1400000US06047000602,06047000602,"Census Tract 6.02, Merced County, California",2728,57.1,21.9,707,66.1,46.0,1312,74.5,10.8
1400000US06047000603,06047000603,"Census Tract 6.03, Merced County, California",4647,56.6,17.8,998,58.8,32.4,2619,67.4,7.8
1400000US06047000701,06047000701,"Census Tract 7.01, Merced County, California",2277,54.7,31.5,558,55.9,64.7,1182,73.8,20.0
1400000US06047000702,06047000702,"Census Tract 7.02, Merced County, California",4017,60.6,7.8,213,40.4,23.3,2615,80.9,5.1
1400000US06047000801,06047000801,"Census Tract 8.01, Merced County, California",4091,65.5,12.4,336,50.9,24.0,2693,87.1,9.6
1400000US06047000802,06047000802,"Census Tract 8.02, Merced County, California",3229,62.2,7.2,346,56.4,31.8,2030,81.1,2.4
1400000US06047000901,06047000901,"Census Tract 9.01, Merced County, California",3113,52.2,9.9,384,68.0,36.8,1694,76.4,5.0
1400000US06047000902,06047000902,"Census Tract 9.02, Merced County, California",7076,54.2,16.8,1127,43.6,50.9,4059,78.4,11.3
1400000US06047001002,06047001002,"Census Tract 10.02, Merced County, California",11421,62.7,17.7,1706,58.4,33.4,7319,77.7,11.8
1400000US06047001003,06047001003,"Census Tract 10.03, Merced County, California",2893,61.1,21.7,653,39.5,53.9,1667,82.4,11.9
1400000US06047001004,06047001004,"Census Tract 10.04, Merced County, California",3140,50.7,10.9,712,45.8,41.1,1503,79.3,2.3
1400000US06047001005,06047001005,"Census Tract 10.05, Merced County, California",1662,55.6,25.2,397,42.8,48.2,929,73.7,22.0
1400000US06047001101,06047001101,"Census Tract 11.01, Merced County, California",4433,57.7,11.7,978,63.9,34.9,2465,73.8,3.4
1400000US06047001200,06047001200,"Census Tract 12, Merced County, California",4045,61.9,10.9,433,54.5,36.0,2496,83.9,8.9
1400000US06047001301,06047001301,"Census Tract 13.01, Merced County, California",2294,47.0,9.8,553,32.9,18.7,1035,82.0,8.5
1400000US06047001302,06047001302,"Census Tract 13.02, Merced County, California",2286,53.6,24.1,701,45.2,41.0,1109,76.6,16.6
1400000US06047001401,06047001401,"Census Tract 14.01, Merced County, California",3223,58.7,27.1,766,37.2,37.9,1927,79.3,25.5
1400000US06047001402,06047001402,"Census Tract 14.02, Merced County, California",3746,60.5,20.7,627,53.1,56.5,2183,82.1,11.8
1400000US06047001501,06047001501,"Census Tract 15.01, Merced County, California",1961,60.3,19.7,364,49.5,9.4,1064,84.0,16.7
1400000US06047001502,06047001502,"Census Tract 15.02, Merced County, California",1924,59.4,29.7,500,59.4,49.2,1008,73.8,20.3
1400000US06047001503,06047001503,"Census Tract 15.03, Merced County, California",3123,54.6,16.7,903,54.7,34.0,1568,71.4,8.8
1400000US06047001601,06047001601,"Census Tract 16.01, Merced County, California",2185,61.5,12.4,1028,59.6,15.7,787,88.8,10.0
1400000US06047001602,06047001602,"Census Tract 16.02, Merced County, California",5139,60.5,17.2,1109,45.6,37.9,2845,82.0,11.3
1400000US06047001700,06047001700,"Census Tract 17, Merced County, California",4285,56.4,18.0,1069,50.5,42.8,2168,78.2,7.9
1400000US06047001801,06047001801,"Census Tract 18.01, Merced County, California",4234,58.5,28.8,99,54.5,51.9,1678,83.1,4.4
1400000US06047001901,06047001901,"Census Tract 19.01, Merced County, California",4102,60.4,25.6,713,61.7,51.1,2348,80.5,19.5
1400000US06047001902,06047001902,"Census Tract 19.02, Merced County, California",1858,59.5,19.7,311,55.6,31.8,1038,79.4,17.8
1400000US06047002000,06047002000,"Census Tract 20, Merced County, California",6232,63.5,17.3,1069,42.0,35.6,3797,82.9,14.6
1400000US06047002100,06047002100,"Census Tract 21, Merced County, California",2831,70.3,17.2,422,44.5,68.1,1922,87.6,9.8
1400000US06047002201,06047002201,"Census Tract 22.01, Merced County, California",3964,59.2,15.6,919,53.6,26.2,2060,81.0,9.1
1400000US06047002202,06047002202,"Census Tract 22.02, Merced County, California",6746,64.8,17.4,1018,57.5,37.3,4301,80.4,12.5
1400000US06047002301,06047002301,"Census Tract 23.01, Merced County, California",5063,62.0,6.3,526,42.6,18.3,3304,80.4,5.2
1400000US06047002302,06047002302,"Census Tract 23.02, Merced County, California",10275,57.3,15.7,1775,63.9,27.7,6291,68.2,9.4
1400000US06047002401,06047002401,"Census Tract 24.01, Merced County, California",1171,52.3,7.7,213,34.7,5.4,700,73.3,8.4
1400000US06047002402,06047002402,"Census Tract 24.02, Merced County, California",6048,55.2,23.4,1136,42.2,42.8,3439,75.8,19.7
1400000US06047002500,06047002500,"Census Tract 25, Merced County, California",1703,52.8,13.1,265,30.6,50.6,931,78.4,8.8
1400000US06047002600,06047002600,"Census Tract 26, Merced County, California",3934,62.3,10.5,408,47.3,24.4,2573,78.2,7.9
1400000US06049000100,06049000100,"Census Tract 1, Modoc County, California",2842,51.3,10.4,529,31.2,21.2,1443,76.9,7.9
1400000US06049000200,06049000200,"Census Tract 2, Modoc County, California",1403,45.8,4.8,138,14.5,65.0,804,72.4,3.1
1400000US06049000300,06049000300,"Census Tract 3, Modoc County, California",2439,44.2,7.2,292,46.6,8.1,1054,65.6,9.7
1400000US06049000400,06049000400,"Census Tract 4, Modoc County, California",908,51.9,11.5,122,42.6,55.8,476,79.2,5.8
1400000US06051000101,06051000101,"Census Tract 1.01, Mono County, California",2400,63.8,17.5,138,60.1,14.5,1630,81.9,18.2
1400000US06051000102,06051000102,"Census Tract 1.02, Mono County, California",2481,64.4,13.7,71,78.9,73.2,1399,86.7,6.0
1400000US06051000200,06051000200,"Census Tract 2, Mono County, California",6675,76.1,12.1,246,68.3,55.4,5598,83.8,10.4
1400000US06053000101,06053000101,"Census Tract 1.01, Monterey County, California",1712,57.4,7.7,102,57.8,18.6,1192,74.2,6.2
1400000US06053000102,06053000102,"Census Tract 1.02, Monterey County, California",7402,60.1,6.3,341,30.5,32.7,5262,77.0,5.0
1400000US06053000103,06053000103,"Census Tract 1.03, Monterey County, California",2727,65.4,11.8,227,41.0,0.0,1865,84.6,9.9
1400000US06053000104,06053000104,"Census Tract 1.04, Monterey County, California",2956,70.9,11.6,148,83.1,40.7,2194,83.5,8.3
1400000US06053000200,06053000200,"Census Tract 2, Monterey County, California",5797,69.5,4.9,725,53.5,9.3,3863,85.6,3.6
1400000US06053000300,06053000300,"Census Tract 3, Monterey County, California",3427,63.0,11.9,243,48.1,18.8,2393,76.6,10.4
1400000US06053000400,06053000400,"Census Tract 4, Monterey County, California",5483,67.8,8.7,1062,61.5,11.5,3289,89.1,8.4
1400000US06053000501,06053000501,"Census Tract 5.01, Monterey County, California",3177,53.5,13.1,841,40.5,34.0,1789,70.3,7.2
1400000US06053000502,06053000502,"Census Tract 5.02, Monterey County, California",3053,65.4,15.6,325,57.5,10.2,2044,79.4,13.5
1400000US06053000600,06053000600,"Census Tract 6, Monterey County, California",4926,60.3,5.1,857,35.7,5.9,3349,74.6,5.3
1400000US06053000701,06053000701,"Census Tract 7.01, Monterey County, California",3699,57.7,11.6,858,52.1,9.8,2041,77.2,12.9
1400000US06053000702,06053000702,"Census Tract 7.02, Monterey County, California",4013,70.2,2.5,840,60.6,1.2,2701,82.9,1.1
1400000US06053000800,06053000800,"Census Tract 8, Monterey County, California",3693,67.3,9.9,668,47.8,14.1,2498,80.9,8.9
1400000US06053000900,06053000900,"Census Tract 9, Monterey County, California",3653,69.5,13.9,730,61.6,19.6,2282,79.8,9.0
1400000US06053001200,06053001200,"Census Tract 12, Monterey County, California",2595,62.1,10.1,330,41.2,12.5,1701,80.1,8.2
1400000US06053001300,06053001300,"Census Tract 13, Monterey County, California",2016,54.1,5.4,560,57.5,14.3,1035,71.8,0.9
1400000US06053001400,06053001400,"Census Tract 14, Monterey County, California",2102,65.9,5.8,182,46.7,40.0,1343,86.4,3.4
1400000US06053001500,06053001500,"Census Tract 15, Monterey County, California",4580,63.7,10.7,286,44.1,63.5,2998,84.9,8.3
1400000US06053001600,06053001600,"Census Tract 16, Monterey County, California",2254,62.0,7.7,106,35.8,0.0,1535,82.4,8.5
1400000US06053001700,06053001700,"Census Tract 17, Monterey County, California",2863,58.5,9.7,347,47.0,28.2,1961,70.8,8.4
1400000US06053001801,06053001801,"Census Tract 18.01, Monterey County, California",3015,59.5,8.4,409,50.4,15.5,1949,75.3,6.1
1400000US06053001802,06053001802,"Census Tract 18.02, Monterey County, California",3744,69.9,6.5,620,46.6,11.8,2626,83.2,5.1
1400000US06053010101,06053010101,"Census Tract 101.01, Monterey County, California",3270,67.8,15.2,667,59.2,19.5,2115,79.6,13.8
1400000US06053010102,06053010102,"Census Tract 101.02, Monterey County, California",3068,60.4,12.2,103,52.4,29.6,2225,73.8,12.8
1400000US06053010202,06053010202,"Census Tract 102.02, Monterey County, California",4176,70.1,3.4,409,77.3,4.7,2951,83.0,2.9
1400000US06053010305,06053010305,"Census Tract 103.05, Monterey County, California",3607,66.9,9.2,118,35.6,83.3,2640,80.4,7.2
1400000US06053010306,06053010306,"Census Tract 103.06, Monterey County, California",1072,56.1,16.1,141,74.5,50.5,572,74.1,5.4
1400000US06053010400,06053010400,"Census Tract 104, Monterey County, California",4451,70.6,9.7,752,78.1,7.2,2995,79.9,9.3
1400000US06053010501,06053010501,"Census Tract 105.01, Monterey County, California",4891,56.1,12.0,582,42.1,28.6,2952,77.4,11.3
1400000US06053010504,06053010504,"Census Tract 105.04, Monterey County, California",3680,66.2,16.6,609,64.0,30.8,2263,82.2,10.7
1400000US06053010505,06053010505,"Census Tract 105.05, Monterey County, California",3953,62.1,8.5,296,24.3,72.2,2802,77.9,4.6
1400000US06053010506,06053010506,"Census Tract 105.06, Monterey County, California",3463,69.3,12.5,520,63.7,31.1,2172,79.8,3.5
1400000US06053010603,06053010603,"Census Tract 106.03, Monterey County, California",5105,72.1,8.6,255,76.9,17.3,3921,83.7,3.9
1400000US06053010604,06053010604,"Census Tract 106.04, Monterey County, California",4716,65.4,5.4,338,50.3,10.6,3304,82.7,4.7
1400000US06053010605,06053010605,"Census Tract 106.05, Monterey County, California",3021,64.1,6.2,393,50.1,11.7,2127,78.7,5.0
1400000US06053010606,06053010606,"Census Tract 106.06, Monterey County, California",5180,65.3,6.5,474,65.0,3.6,3640,78.4,6.7
1400000US06053010607,06053010607,"Census Tract 106.07, Monterey County, California",2973,66.5,7.0,513,59.8,13.0,2040,74.8,4.3
1400000US06053010608,06053010608,"Census Tract 106.08, Monterey County, California",2486,49.0,12.6,175,46.9,47.6,1305,82.0,10.7
1400000US06053010701,06053010701,"Census Tract 107.01, Monterey County, California",4757,61.1,4.3,176,30.7,22.2,3116,83.2,2.5
1400000US06053010702,06053010702,"Census Tract 107.02, Monterey County, California",3294,60.7,2.2,61,73.8,0.0,2082,79.6,2.7
1400000US06053010804,06053010804,"Census Tract 108.04, Monterey County, California",3697,49.6,3.1,693,26.6,0.0,2294,69.0,3.6
1400000US06053010900,06053010900,"Census Tract 109, Monterey County, California",10227,0.4,0.0,0,-,-,46,82.6,0.0
1400000US06053011000,06053011000,"Census Tract 110, Monterey County, California",5227,56.2,9.1,207,34.3,23.9,3265,74.9,9.4
1400000US06053011101,06053011101,"Census Tract 111.01, Monterey County, California",3436,61.1,6.6,785,39.7,10.6,2135,77.2,6.3
1400000US06053011102,06053011102,"Census Tract 111.02, Monterey County, California",8204,60.2,13.0,859,70.0,47.9,5598,73.5,8.0
1400000US06053011202,06053011202,"Census Tract 112.02, Monterey County, California",4680,62.2,11.6,753,55.4,24.7,3093,74.8,8.8
1400000US06053011203,06053011203,"Census Tract 112.03, Monterey County, California",4749,66.3,10.3,691,55.7,28.6,3363,74.5,6.0
1400000US06053011204,06053011204,"Census Tract 112.04, Monterey County, California",2441,70.1,8.5,317,61.8,25.5,1808,80.6,6.5
1400000US06053011302,06053011302,"Census Tract 113.02, Monterey County, California",3718,63.4,19.2,594,81.3,52.6,2267,74.4,8.3
1400000US06053011303,06053011303,"Census Tract 113.03, Monterey County, California",3279,57.1,11.3,435,51.0,18.5,2034,73.6,10.2
1400000US06053011304,06053011304,"Census Tract 113.04, Monterey County, California",4995,62.2,11.1,693,41.4,16.4,3344,78.7,11.1
1400000US06053011400,06053011400,"Census Tract 114, Monterey County, California",3674,68.6,9.4,342,33.3,33.3,1539,75.6,6.9
1400000US06053011502,06053011502,"Census Tract 115.02, Monterey County, California",1252,66.2,8.1,195,44.1,43.0,790,84.2,3.0
1400000US06053011602,06053011602,"Census Tract 116.02, Monterey County, California",5091,44.7,4.5,66,30.3,100.0,2289,77.2,1.5
1400000US06053011604,06053011604,"Census Tract 116.04, Monterey County, California",1631,49.0,1.8,46,0.0,-,700,75.7,1.1
1400000US06053011700,06053011700,"Census Tract 117, Monterey County, California",3328,48.5,4.3,96,8.3,100.0,1810,72.2,3.1
1400000US06053011801,06053011801,"Census Tract 118.01, Monterey County, California",1588,52.9,0.1,116,75.9,1.1,925,71.6,0.0
1400000US06053011802,06053011802,"Census Tract 118.02, Monterey County, California",1565,41.6,7.4,38,76.3,0.0,708,66.7,10.3
1400000US06053011900,06053011900,"Census Tract 119, Monterey County, California",4412,51.4,8.1,278,56.5,2.5,1628,70.9,7.6
1400000US06053012000,06053012000,"Census Tract 120, Monterey County, California",3194,58.6,4.3,321,27.1,24.1,2008,76.8,1.9
1400000US06053012100,06053012100,"Census Tract 121, Monterey County, California",1824,52.6,2.8,42,47.6,35.0,1054,78.1,2.4
1400000US06053012200,06053012200,"Census Tract 122, Monterey County, California",2267,65.5,6.1,105,33.3,22.9,1494,85.1,4.7
1400000US06053012302,06053012302,"Census Tract 123.02, Monterey County, California",1570,65.7,6.5,102,67.6,36.2,1035,79.8,4.6
1400000US06053012401,06053012401,"Census Tract 124.01, Monterey County, California",1561,55.7,5.7,63,68.3,0.0,962,75.2,4.1
1400000US06053012402,06053012402,"Census Tract 124.02, Monterey County, California",2856,59.8,5.7,150,28.7,53.5,1768,80.8,4.5
1400000US06053012502,06053012502,"Census Tract 125.02, Monterey County, California",4075,68.0,6.8,353,28.9,0.0,2917,87.0,7.4
1400000US06053012600,06053012600,"Census Tract 126, Monterey County, California",1889,97.6,27.6,4,100.0,100.0,76,64.5,16.0
1400000US06053012700,06053012700,"Census Tract 127, Monterey County, California",3355,68.4,5.2,414,46.6,30.8,2136,87.7,1.9
1400000US06053012800,06053012800,"Census Tract 128, Monterey County, California",4728,53.0,3.1,119,18.5,0.0,2808,78.7,3.5
1400000US06053013000,06053013000,"Census Tract 130, Monterey County, California",3176,65.1,6.1,253,60.5,15.0,2135,83.5,5.8
1400000US06053013100,06053013100,"Census Tract 131, Monterey County, California",1036,63.1,8.5,49,40.8,0.0,950,65.7,9.4
1400000US06053013200,06053013200,"Census Tract 132, Monterey County, California",3553,56.0,2.9,133,29.3,25.6,2030,79.8,1.6
1400000US06053013300,06053013300,"Census Tract 133, Monterey County, California",4878,71.1,4.6,559,71.6,20.3,3342,82.3,1.1
1400000US06053013400,06053013400,"Census Tract 134, Monterey County, California",1402,67.3,8.4,93,54.8,29.4,932,85.4,6.9
1400000US06053013500,06053013500,"Census Tract 135, Monterey County, California",3910,63.4,7.3,673,69.5,14.3,2218,83.8,5.1
1400000US06053013600,06053013600,"Census Tract 136, Monterey County, California",3334,70.8,5.6,356,80.3,7.7,2330,84.2,5.3
1400000US06053013700,06053013700,"Census Tract 137, Monterey County, California",3572,68.5,11.7,842,63.3,23.3,2037,83.1,7.0
1400000US06053013800,06053013800,"Census Tract 138, Monterey County, California",4765,69.3,12.9,491,77.8,24.6,3283,81.1,11.0
1400000US06053013900,06053013900,"Census Tract 139, Monterey County, California",2194,70.7,8.0,234,86.3,29.2,1534,83.1,4.8
1400000US06053014000,06053014000,"Census Tract 140, Monterey County, California",2132,69.3,10.7,281,38.8,25.7,1565,84.7,9.3
1400000US06053014102,06053014102,"Census Tract 141.02, Monterey County, California",1544,63.4,11.2,490,45.7,25.4,809,83.2,4.6
1400000US06053014104,06053014104,"Census Tract 141.04, Monterey County, California",1824,34.6,34.2,0,-,-,0,-,-
1400000US06053014105,06053014105,"Census Tract 141.05, Monterey County, California",2313,69.5,4.3,574,46.5,16.5,1479,84.7,2.0
1400000US06053014107,06053014107,"Census Tract 141.07, Monterey County, California",4912,69.5,8.2,366,55.5,25.2,4115,75.3,7.5
1400000US06053014201,06053014201,"Census Tract 142.01, Monterey County, California",4564,64.6,10.3,412,69.4,27.6,3129,77.9,6.5
1400000US06053014202,06053014202,"Census Tract 142.02, Monterey County, California",3341,60.4,3.5,554,48.2,9.4,1970,78.2,1.7
1400000US06053014301,06053014301,"Census Tract 143.01, Monterey County, California",2840,70.8,7.4,56,39.3,0.0,2128,85.2,8.2
1400000US06053014302,06053014302,"Census Tract 143.02, Monterey County, California",3531,64.9,5.7,391,57.8,1.3,2301,79.8,6.0
1400000US06053014500,06053014500,"Census Tract 145, Monterey County, California",3558,58.6,8.0,209,37.3,47.4,2396,77.7,6.3
1400000US06053014601,06053014601,"Census Tract 146.01, Monterey County, California",4070,68.1,13.3,561,64.7,21.5,2710,82.7,9.5
1400000US06053014700,06053014700,"Census Tract 147, Monterey County, California",5495,63.5,6.6,350,65.7,10.9,3823,78.0,5.6
1400000US06053014800,06053014800,"Census Tract 148, Monterey County, California",4258,68.8,5.7,332,54.2,12.8,3273,78.9,5.2
